Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Transactions,Average_Transaction_Amount,Loyalty_Card,Discount_Avail,Preferred_Shopping_Channel,Customer_Segment,Income_Bin,Age_Bin
82,Christopher Romero,56,Male,71143,75,Single,Sports,8,37,796.97,Yes,No,In-Store,Medium Value,Lower-Mid,Senior
83,Brad Hunt,47,Female,84442,53,Single,Electronics,12,41,715.45,No,No,Online,High Value,Mid,Middle Age
84,Jordan Pennington,49,Male,132764,20,Single,Clothing,11,20,895.82,Yes,Yes,In-Store,High Value,High,Senior
85,Keith Garcia,54,Female,22251,26,Single,Groceries,6,3,91.31,Yes,Yes,In-Store,Low Value,Low,Senior
86,Dr. Melinda Harrison,42,Female,32457,96,Single,Groceries,16,20,477.79,No,No,Online,Low Value,Low,Middle Age
87,Donald Mitchell,58,Female,137420,83,Married,Electronics,13,56,331.74,No,No,In-Store,High Value,High,Senior
88,Shannon Osborne,54,Female,142819,11,Married,Home,13,44,609.13,Yes,No,In-Store,Medium Value,High,Senior
89,Michael Greer,25,Male,96820,55,Single,Home,6,31,970.63,No,Yes,In-Store,High Value,Mid,Youth
90,Sarah Atkinson,64,Male,26848,98,Married,Electronics,3,24,553.38,No,Yes,Online,High Value,Low,Elder
91,Courtney Daniel,67,Male,42361,38,Single,Clothing,12,86,960.22,No,Yes,In-Store,Medium Value,Low,Elder
92,Jonathan Johnston,46,Male,149398,19,Single,Home,1,46,877.99,Yes,Yes,Online,High Value,High,Middle Age
93,Sheena Vang,48,Male,39619,7,Single,Electronics,14,45,158.43,Yes,No,In-Store,High Value,Low,Middle Age
94,Paul Carroll,27,Female,116469,3,Single,Home,1,34,795.35,Yes,No,Online,Medium Value,Upper-Mid,Youth
95,Heather Smith,36,Female,149593,13,Single,Home,7,66,982.32,No,No,Online,Medium Value,High,Young Adult
96,Shawn Schwartz,48,Female,135850,76,Married,Sports,9,95,396.73,No,Yes,Online,High Value,High,Middle Age
97,Linda Quinn,38,Male,30310,33,Single,Clothing,19,8,522.85,Yes,Yes,In-Store,Medium Value,Low,Young Adult
98,Scott Dawson,44,Female,116781,51,Married,Sports,16,95,741.6,Yes,No,Online,Low Value,Upper-Mid,Middle Age
99,Christina Flowers,31,Female,129820,46,Married,Clothing,14,9,782.28,Yes,No,Online,High Value,High,Young Adult
100,Monique Wilson,37,Male,26825,15,Single,Groceries,6,50,768.81,Yes,No,Online,High Value,Low,Young Adult
101,Ariana Mills,41,Male,140139,72,Married,Clothing,18,98,787.97,Yes,No,Online,Low Value,High,Middle Age
102,Cassidy Vazquez,33,Female,116052,85,Single,Electronics,13,18,760.47,No,Yes,Online,Medium Value,Upper-Mid,Young Adult
103,Eric Parker,67,Female,44967,50,Married,Sports,5,60,469.06,Yes,No,In-Store,Low Value,Low,Elder
104,Joseph Molina,23,Female,51478,29,Single,Electronics,15,92,840.29,Yes,Yes,In-Store,Medium Value,Lower-Mid,Youth
105,Robert Larsen,52,Female,68068,35,Single,Home,1,57,47.77,Yes,No,Online,Medium Value,Lower-Mid,Senior
106,Michael Fry,25,Male,104297,20,Single,Sports,12,19,424.48,No,No,In-Store,High Value,Upper-Mid,Youth
107,Matthew Robbins,50,Male,26494,25,Single,Groceries,13,37,401.51,No,No,In-Store,Low Value,Low,Senior
108,Richard Moore,52,Female,47592,24,Married,Sports,8,69,982.05,Yes,Yes,Online,Medium Value,Lower-Mid,Senior
109,Suzanne Sawyer,43,Female,57283,16,Married,Clothing,5,31,390.5,Yes,No,In-Store,Low Value,Lower-Mid,Middle Age
110,Ryan Boone,32,Male,149744,77,Single,Home,19,66,123.06,No,Yes,In-Store,High Value,High,Young Adult
111,Deborah Robertson,24,Female,71437,86,Single,Clothing,17,85,859.7,No,No,In-Store,Low Value,Lower-Mid,Youth
112,Michelle Young,22,Male,87863,14,Single,Sports,14,73,49.48,No,Yes,In-Store,Medium Value,Mid,Youth
113,Francisco Jimenez,28,Male,45627,76,Single,Home,17,78,95.8,No,Yes,In-Store,High Value,Low,Youth
114,Steven Maldonado,46,Female,139094,40,Married,Groceries,1,1,573.94,Yes,Yes,Online,Low Value,High,Middle Age
115,Marissa Graham,19,Female,111053,60,Single,Clothing,15,22,117.97,No,No,Online,High Value,Upper-Mid,Youth
116,Richard Nguyen,38,Female,112297,76,Married,Clothing,5,39,910.19,No,Yes,In-Store,High Value,Upper-Mid,Young Adult
117,Denise Foster,54,Male,92303,78,Married,Sports,18,50,245.97,No,No,In-Store,High Value,Mid,Senior
118,Mary Sosa,69,Female,65503,9,Single,Home,7,48,575.14,Yes,Yes,Online,High Value,Lower-Mid,Elder
119,Sarah Walsh,52,Male,149811,52,Married,Clothing,13,42,167.07,No,No,In-Store,Low Value,High,Senior
120,Christopher Hamilton,67,Female,115122,93,Single,Clothing,6,77,614.27,Yes,Yes,In-Store,Low Value,Upper-Mid,Elder
121,Amanda Barry,50,Male,28551,45,Single,Groceries,9,91,29.45,Yes,Yes,Online,Medium Value,Low,Senior
122,James Stephenson,55,Male,144387,16,Single,Home,18,68,140.51,Yes,Yes,In-Store,High Value,High,Senior
123,Lauren Johnson,26,Male,98423,83,Single,Home,18,15,342.49,No,Yes,Online,Medium Value,Upper-Mid,Youth
124,Nicole Mclean,28,Male,121431,44,Single,Electronics,17,20,110.73,No,Yes,Online,Medium Value,Upper-Mid,Youth
125,Joshua Turner,35,Male,42915,67,Married,Groceries,5,60,40.25,No,No,Online,High Value,Low,Young Adult
126,Nicholas Berg,34,Female,115499,41,Single,Sports,16,11,889.5,No,Yes,In-Store,High Value,Upper-Mid,Young Adult
127,Nathaniel Martin,29,Male,89467,27,Married,Electronics,18,46,705.91,Yes,Yes,Online,Medium Value,Mid,Young Adult
128,Gabriel Whitaker MD,37,Female,128616,23,Single,Sports,9,11,398.77,Yes,No,In-Store,High Value,High,Young Adult
129,Angela Alexander,29,Male,80934,46,Married,Home,18,62,415.97,Yes,No,In-Store,Low Value,Mid,Young Adult
130,Cheryl Barron,41,Female,131651,76,Married,Clothing,18,58,929.88,No,No,Online,Medium Value,High,Middle Age
131,Jenna Evans,47,Female,56842,46,Single,Electronics,9,11,840.63,Yes,No,In-Store,High Value,Lower-Mid,Middle Age
132,Amanda Johnson,61,Female,145604,82,Married,Clothing,10,53,15.95,No,Yes,Online,Low Value,High,Elder
133,Eric Wheeler,67,Female,80925,46,Married,Electronics,9,30,789.9,Yes,Yes,In-Store,Low Value,Mid,Elder
134,Brent Barker,49,Male,145859,61,Single,Sports,11,83,80.48,Yes,Yes,Online,Low Value,High,Senior
135,Shannon Nixon,43,Female,34235,15,Married,Groceries,1,1,264.32,Yes,Yes,In-Store,Low Value,Low,Middle Age
136,Brian Bailey,58,Female,79795,12,Married,Clothing,8,33,344.13,Yes,Yes,In-Store,Medium Value,Mid,Senior
137,James Finley,18,Female,74934,60,Married,Clothing,8,36,66.69,Yes,No,In-Store,High Value,Mid,Youth
138,Carly Evans,67,Female,62321,95,Married,Clothing,13,50,542.62,No,Yes,In-Store,Low Value,Lower-Mid,Elder
139,Christopher Porter,35,Female,93623,59,Married,Electronics,10,40,147.28,Yes,Yes,In-Store,Medium Value,Mid,Young Adult
140,Shelly Daniels,68,Female,36365,63,Single,Home,6,32,573.29,Yes,Yes,In-Store,Low Value,Low,Elder
141,Michael Leon,28,Male,77434,66,Single,Groceries,4,96,639.99,Yes,Yes,In-Store,Low Value,Mid,Youth
142,Jeanne Jimenez,52,Male,30051,70,Single,Sports,10,89,727.28,Yes,Yes,Online,High Value,Low,Senior
143,Stephanie Smith,60,Male,114001,49,Married,Home,5,89,611.21,Yes,Yes,Online,High Value,Upper-Mid,Elder
144,Ian Dodson Jr.,23,Male,144273,26,Married,Home,9,91,992.45,Yes,No,Online,High Value,High,Youth
145,Sabrina Patterson,53,Female,65321,59,Married,Groceries,9,96,963.3,No,No,In-Store,Low Value,Lower-Mid,Senior
146,Lindsey Ramos,57,Male,116978,66,Married,Groceries,8,94,784.38,No,Yes,Online,Low Value,Upper-Mid,Senior
147,John Valenzuela,58,Male,124620,2,Single,Home,6,17,880.1,Yes,No,In-Store,Medium Value,High,Senior
148,Michael Taylor,51,Female,145647,82,Single,Home,14,31,762.1,No,No,Online,Medium Value,High,Senior
149,Michael Shaw,60,Female,29317,7,Married,Groceries,12,61,462.83,Yes,Yes,Online,Medium Value,Low,Elder
150,Kevin Dean,62,Male,64063,8,Single,Home,8,69,661.01,No,Yes,Online,Medium Value,Lower-Mid,Elder
151,Ana Brennan,48,Male,52578,42,Single,Home,7,85,803.85,No,No,Online,High Value,Lower-Mid,Middle Age
152,Amy Smith,30,Male,130392,39,Single,Home,9,61,774.9,No,No,In-Store,High Value,High,Young Adult
153,Claudia Frazier,32,Female,106748,64,Single,Electronics,15,47,194.61,No,No,Online,Medium Value,Upper-Mid,Young Adult
154,Adrienne Roth,60,Male,30186,9,Married,Home,12,30,100.39,Yes,No,Online,Medium Value,Low,Elder
155,Vanessa Chang,25,Male,21350,81,Single,Sports,4,86,417.58,No,Yes,Online,High Value,Low,Youth
156,Mason Ward,18,Male,24066,32,Single,Home,15,60,868.08,No,Yes,Online,Low Value,Low,Youth
157,Rita Gardner,26,Male,61553,39,Single,Electronics,16,14,742.26,Yes,Yes,In-Store,High Value,Lower-Mid,Youth
158,Olivia Sellers,54,Male,95956,93,Single,Clothing,16,41,199.56,No,Yes,In-Store,Medium Value,Mid,Senior
159,Joseph Love,42,Male,106424,15,Married,Home,17,51,509.68,No,Yes,Online,Low Value,Upper-Mid,Middle Age
160,Julie Sexton PhD,23,Female,68969,65,Single,Sports,1,13,391.57,Yes,Yes,Online,Low Value,Lower-Mid,Youth
161,Patricia Thompson,29,Male,107241,53,Single,Groceries,7,17,980.82,No,Yes,In-Store,High Value,Upper-Mid,Young Adult
162,Amber Elliott,21,Male,73259,19,Married,Clothing,1,48,689.15,No,Yes,Online,Medium Value,Mid,Youth
163,Mary Delacruz,58,Female,109728,3,Married,Clothing,4,61,997.81,No,No,In-Store,Low Value,Upper-Mid,Senior
164,Christy Jenkins,69,Male,86741,49,Married,Home,11,24,308.46,Yes,Yes,Online,Medium Value,Mid,Elder
165,Brian Orozco,62,Male,47169,90,Married,Groceries,14,19,330.84,No,Yes,In-Store,Medium Value,Lower-Mid,Elder
166,Katherine Wade,55,Male,128381,24,Single,Clothing,12,42,947.56,No,No,Online,High Value,High,Senior
167,Jonathan Yoder,62,Female,119319,94,Single,Clothing,10,92,29.62,Yes,No,Online,Medium Value,Upper-Mid,Elder
168,Anita Walker,52,Female,130801,8,Married,Home,3,13,596.71,No,Yes,Online,High Value,High,Senior
169,Charles Woods,60,Male,50482,38,Married,Groceries,3,23,780.58,Yes,Yes,In-Store,Low Value,Lower-Mid,Elder
170,Sean Nunez,61,Female,50158,40,Single,Groceries,18,21,492.98,Yes,No,Online,Low Value,Lower-Mid,Elder
171,Veronica Martin,60,Male,109260,9,Single,Home,1,59,86.52,Yes,Yes,In-Store,Medium Value,Upper-Mid,Elder
172,Mark Navarro,47,Female,128891,44,Married,Electronics,16,22,926.71,No,No,In-Store,Low Value,High,Middle Age
173,Scott Webster,63,Female,52714,8,Single,Home,15,36,23.08,No,Yes,Online,Low Value,Lower-Mid,Elder
174,Gary Day,30,Female,71933,2,Married,Sports,10,74,327.41,No,No,In-Store,Low Value,Lower-Mid,Young Adult
175,Jill Clayton,22,Female,26336,23,Married,Electronics,11,85,662.93,Yes,Yes,Online,Medium Value,Low,Youth
176,Ronald Powell,21,Male,119226,36,Married,Electronics,8,94,705.02,Yes,No,Online,Low Value,Upper-Mid,Youth
177,Katherine Dixon,49,Female,22828,50,Married,Clothing,18,99,575.35,Yes,No,Online,High Value,Low,Senior
178,Ashley Adams,62,Male,32301,16,Single,Clothing,17,16,497.5,No,Yes,Online,High Value,Low,Elder
179,Jonathan White,68,Female,65370,13,Married,Home,13,81,947.74,No,Yes,Online,High Value,Lower-Mid,Elder
180,Michael Richardson,21,Male,129660,34,Single,Groceries,16,62,721.68,No,No,Online,High Value,High,Youth
181,Amber Hoffman,32,Female,80175,87,Married,Groceries,15,76,879.81,No,Yes,In-Store,High Value,Mid,Young Adult
182,Brian Beard,19,Female,46118,33,Married,Home,11,88,787.99,No,No,In-Store,High Value,Lower-Mid,Youth
183,Nicole Burgess,58,Male,102721,47,Married,Groceries,6,62,63.46,Yes,Yes,Online,High Value,Upper-Mid,Senior
184,John Webb,18,Male,66102,99,Married,Clothing,8,92,140.69,Yes,Yes,In-Store,Low Value,Lower-Mid,Youth
185,Michelle Irwin MD,55,Female,80055,72,Married,Clothing,11,23,714.71,Yes,No,Online,Medium Value,Mid,Senior
186,Jennifer Smith,67,Female,141759,40,Married,Groceries,18,2,761.75,Yes,Yes,In-Store,Medium Value,High,Elder
187,Heather Stafford,60,Female,110861,59,Married,Sports,3,21,687.02,Yes,Yes,Online,Low Value,Upper-Mid,Elder
188,Carol Waller,44,Male,123706,33,Single,Groceries,3,69,34.19,Yes,Yes,In-Store,Medium Value,Upper-Mid,Middle Age
189,William Vaughan,28,Female,29610,20,Single,Clothing,8,12,632.87,No,Yes,In-Store,Medium Value,Low,Youth
190,Alexandria Moore,21,Female,124646,1,Single,Groceries,12,14,314.63,No,No,In-Store,Medium Value,High,Youth
191,Kathy Graham,29,Female,41588,84,Married,Home,15,69,16.4,No,No,Online,High Value,Low,Young Adult
192,Kevin Burgess,56,Male,41561,72,Married,Electronics,5,31,813.97,Yes,Yes,In-Store,Low Value,Low,Senior
193,Christy Bryant,67,Male,101587,6,Married,Clothing,7,13,871.1,No,Yes,In-Store,High Value,Upper-Mid,Elder
194,Paula Bennett,18,Male,69749,14,Single,Electronics,6,92,433.3,No,Yes,Online,Low Value,Lower-Mid,Youth
195,Megan Maxwell,55,Female,48141,92,Married,Sports,15,95,76.2,Yes,Yes,Online,Low Value,Lower-Mid,Senior
196,Patrick Diaz,49,Female,123593,51,Single,Electronics,8,99,857.68,Yes,No,In-Store,Low Value,Upper-Mid,Senior
197,Deborah Waters,57,Female,57863,11,Single,Electronics,15,82,406.38,No,Yes,In-Store,Medium Value,Lower-Mid,Senior
198,Jonathan Horn,31,Male,79721,57,Married,Home,18,53,96.53,No,Yes,Online,Low Value,Mid,Young Adult
199,Kelli Holt,45,Male,99389,81,Single,Electronics,17,64,561.79,No,No,In-Store,Low Value,Upper-Mid,Middle Age
200,Jasmine Maldonado,66,Female,50827,4,Married,Clothing,8,16,943.47,No,No,Online,Medium Value,Lower-Mid,Elder
201,Taylor Mercer,36,Male,98472,72,Single,Clothing,2,92,184.58,No,Yes,Online,High Value,Upper-Mid,Young Adult
202,Carol Davis,23,Female,67160,84,Married,Home,1,98,316.63,No,Yes,In-Store,High Value,Lower-Mid,Youth
203,Connor Jennings,30,Male,97348,68,Married,Clothing,7,11,809.98,No,No,In-Store,High Value,Mid,Young Adult
204,Raymond Davis,69,Male,148374,87,Married,Groceries,11,1,811.55,Yes,No,Online,Medium Value,High,Elder
205,Jamie Brown,32,Male,75683,58,Married,Groceries,18,33,788.78,Yes,No,In-Store,Low Value,Mid,Young Adult
206,Michelle Robinson,60,Male,21923,69,Single,Clothing,12,90,42.43,No,No,Online,Medium Value,Low,Elder
207,Gloria Moreno,22,Male,136249,40,Single,Home,16,31,743.33,Yes,No,In-Store,High Value,High,Youth
208,Emily Fowler,65,Female,135689,98,Married,Home,10,34,686.27,No,No,In-Store,Medium Value,High,Elder
209,Kevin Huang,23,Male,39425,66,Single,Electronics,4,78,511.09,Yes,No,In-Store,Medium Value,Low,Youth
210,Monica Burns,30,Male,37682,88,Single,Clothing,5,8,662.39,Yes,Yes,Online,Low Value,Low,Young Adult
211,Tina Moore,39,Female,35784,71,Married,Home,18,75,132.26,No,Yes,In-Store,Medium Value,Low,Middle Age
212,Ivan Mitchell,41,Male,27685,19,Married,Groceries,14,69,792.3,No,Yes,Online,High Value,Low,Middle Age
213,Jordan Brown,35,Male,68583,69,Single,Clothing,14,35,797.67,Yes,No,Online,High Value,Lower-Mid,Young Adult
214,Laura Francis,24,Male,93591,11,Married,Home,15,85,915.35,No,No,Online,Medium Value,Mid,Youth
215,Whitney Nolan,36,Female,118722,56,Married,Electronics,6,12,991.66,Yes,No,Online,Low Value,Upper-Mid,Young Adult
216,Gabriel Jones,59,Male,65455,59,Single,Groceries,2,20,186.95,Yes,Yes,Online,High Value,Lower-Mid,Elder
217,Antonio Wright,25,Female,20063,1,Married,Home,1,58,619.01,Yes,Yes,Online,High Value,Low,Youth
218,Steven Myers,58,Female,41839,18,Single,Home,2,23,795.7,No,No,In-Store,Medium Value,Low,Senior
219,William Barry,36,Male,149270,29,Married,Home,17,97,214.3,No,No,Online,Medium Value,High,Young Adult
220,Daniel Andersen,35,Male,147581,64,Single,Electronics,17,15,681.15,Yes,No,Online,High Value,High,Young Adult
221,Rick Mason,51,Female,40375,35,Single,Electronics,1,40,473.42,Yes,No,Online,Low Value,Low,Senior
222,James Arroyo,50,Female,117617,47,Married,Electronics,14,73,268.93,No,Yes,Online,Low Value,Upper-Mid,Senior
223,Michael Gray,61,Female,112198,61,Married,Electronics,8,41,47.37,Yes,No,Online,Low Value,Upper-Mid,Elder
224,Kimberly Meyer,46,Male,101696,25,Married,Home,4,75,818.55,No,No,In-Store,High Value,Upper-Mid,Middle Age
225,Mrs. Sylvia King,40,Female,34164,50,Single,Sports,5,15,539.69,No,No,In-Store,Low Value,Low,Middle Age
226,Cynthia Jacobson,54,Female,91026,4,Married,Sports,4,30,158.46,No,No,Online,High Value,Mid,Senior
227,Thomas Davis,60,Female,87075,69,Married,Home,17,20,130.88,No,No,Online,Low Value,Mid,Elder
228,Matthew Stewart,53,Female,127959,49,Single,Sports,12,14,296.19,No,No,Online,High Value,High,Senior
